+-----------+-----------+--------+-------+----------------+-------------+--------+-----------------------------+---------+----------+
| notice_id | addresses | errors | flags | got_no_persons | got_nothing | labels | might_have_unparsed_persons | notices | officers |
|   527509  |           |   1    |   1   |                |             |        |                             |         |    1     |
|   527526  |           |        |       |                |             |        |                             |         |    3     |
|   527711  |           |        |       |                |             |        |                             |         |    1     |
|   527745  |           |   4    |   1   |                |             |        |              1              |         |    1     |
|   527761  |           |        |   1   |                |             |        |                             |         |    1     |
|   527804  |           |        |   1   |                |             |        |                             |         |    2     |
|   527815  |           |        |   1   |                |             |        |                             |         |    1     |
|   527877  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   527891  |     1     |        |       |       1        |             |        |                             |         |          |
|   527906  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   528106  |           |        |   2   |                |             |        |                             |         |    1     |
|   528181  |           |        |       |                |             |        |                             |         |    1     |
|   528193  |     1     |   1    |   1   |                |             |        |                             |         |    1     |
|   528316  |     1     |        |       |                |             |        |                             |    1    |    1     |
|   528545  |     1     |        |       |                |             |        |                             |         |    2     |
|   528765  |           |        |       |                |             |        |                             |         |    1     |
|   528984  |     1     |        |   3   |                |             |        |                             |    1    |    2     |
|   528992  |           |        |       |                |             |        |                             |         |    2     |
|   529179  |     1     |   1    |   4   |                |             |        |                             |         |    2     |
|   529333  |           |        |       |                |             |        |                             |         |    2     |
|   529354  |     1     |        |   3   |                |             |        |                             |         |    3     |
|   529530  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   530126  |     1     |   1    |   3   |                |             |        |                             |         |    2     |
|   530480  |           |        |       |                |             |        |                             |         |    2     |
|   530552  |     1     |   1    |   4   |                |             |        |                             |         |    3     |
|   530963  |           |        |       |                |             |        |                             |         |    2     |
|   531062  |     1     |        |   3   |                |             |        |                             |    1    |    1     |
|   531124  |     1     |        |       |                |             |        |                             |         |    3     |
|   531452  |           |        |       |                |             |        |                             |         |    1     |
|   531632  |     1     |        |       |                |             |        |                             |         |    1     |
|   531790  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   531852  |     1     |        |   3   |                |             |        |                             |         |    2     |
|   532224  |     1     |        |   3   |                |             |        |                             |    1    |    1     |
|   532266  |           |        |       |       1        |             |        |                             |    1    |          |
|   532269  |           |   1    |   1   |                |             |        |                             |         |    1     |
|   532332  |           |        |       |                |             |        |                             |         |    1     |
|   532391  |     1     |   1    |   1   |                |             |        |                             |         |    1     |
|   532480  |           |        |       |                |             |        |                             |         |    2     |
|   532586  |           |        |       |       1        |      1      |        |                             |         |          |
|   532715  |           |   1    |   1   |                |             |        |                             |         |    1     |
|   532779  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   532849  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   532907  |           |        |       |                |             |        |                             |         |    1     |
|   533286  |           |        |       |                |             |        |                             |         |    1     |
|   533318  |     1     |        |       |                |             |        |                             |    1    |    1     |
|   533457  |     1     |        |       |                |             |        |                             |         |    1     |
|   533469  |     1     |        |       |                |             |        |                             |         |    2     |
|   533549  |     1     |   1    |   1   |                |             |        |                             |         |    4     |
|   533629  |           |   1    |   1   |                |             |        |                             |         |    3     |
|   533746  |           |        |       |       1        |      1      |        |                             |         |          |
|   533897  |           |        |       |                |             |        |                             |         |    1     |
|   534405  |           |        |       |                |             |   2    |                             |         |    4     |
|   534596  |           |        |       |       1        |      1      |        |                             |         |          |
|   534794  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   534855  |           |        |       |                |             |        |                             |         |    2     |
|   535004  |     1     |        |       |       1        |             |        |                             |         |          |
|   535111  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   535163  |     1     |   1    |   5   |                |             |        |                             |         |    3     |
|   535204  |           |        |       |       1        |      1      |        |                             |         |          |
|   535216  |     1     |        |       |       1        |             |        |                             |    2    |          |
|   535222  |     1     |        |       |                |             |        |                             |    1    |    1     |
|   535409  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   535621  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   535946  |     1     |        |       |       1        |             |        |                             |         |          |
|   536195  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   536208  |     1     |        |   4   |                |             |        |                             |         |    2     |
|   536223  |           |        |   1   |                |             |        |                             |         |    1     |
|   536301  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   536807  |     1     |   1    |   2   |                |             |        |                             |         |    1     |
|   537027  |           |        |       |                |             |        |                             |         |    1     |
|   537270  |           |        |       |       1        |      1      |        |                             |         |          |
|   537506  |           |        |       |                |             |        |                             |         |    3     |
|   537776  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   537870  |           |   1    |   1   |                |             |        |                             |         |    2     |
|   537904  |     1     |        |   2   |                |             |        |                             |         |    2     |
|   537983  |           |        |       |                |             |        |                             |         |    2     |
|   538452  |     1     |        |       |       1        |             |        |                             |         |          |
|   538514  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   538536  |     1     |        |       |       1        |             |        |                             |         |          |
|   538780  |     1     |        |       |                |             |        |                             |         |    1     |
|   538934  |           |        |       |                |             |        |                             |         |    1     |
|   539320  |           |        |       |       1        |      1      |        |                             |         |          |
|   540110  |           |        |       |                |             |        |                             |         |    1     |
|   540469  |           |        |       |                |             |        |                             |         |    1     |
|   540478  |           |        |       |       1        |      1      |        |                             |         |          |
|   540525  |     1     |        |   3   |                |             |        |                             |         |    2     |
|   540550  |     1     |        |   1   |       1        |             |        |              1              |         |          |
|   540677  |           |        |       |       1        |      1      |        |                             |         |          |
|   540885  |           |        |       |                |             |        |                             |         |    1     |
|   540903  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   540964  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   541163  |     1     |        |   4   |                |             |        |              1              |         |    9     |
|   541176  |     1     |   1    |   4   |                |             |        |                             |         |    2     |
|   541275  |           |        |       |                |             |        |                             |         |    1     |
|   541277  |           |        |       |                |             |        |                             |         |    1     |
|   541331  |     1     |        |   1   |                |             |        |                             |    1    |    1     |
|   541401  |           |        |   1   |                |             |        |                             |         |    3     |
|   541406  |           |        |   1   |                |             |        |                             |         |    2     |
|   541633  |           |   2    |       |       1        |             |        |              1              |         |          |
|   541727  |     1     |        |       |                |             |        |                             |         |    2     |
|   541943  |     1     |   2    |   5   |                |             |        |                             |         |    2     |
|   542006  |           |        |       |                |             |        |                             |         |    1     |
|   542028  |           |   1    |   1   |                |             |        |                             |         |    1     |
|   542061  |     1     |        |       |                |             |        |                             |         |    1     |
|   542088  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   542725  |     1     |   1    |   4   |                |             |        |                             |         |    2     |
|   542855  |           |        |       |                |             |        |                             |         |    1     |
|   542984  |     1     |   1    |   4   |                |             |        |                             |    1    |    2     |
|   543070  |     1     |   1    |   1   |                |             |        |                             |         |    1     |
|   543187  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   543360  |     3     |        |   2   |                |             |        |              1              |    1    |    6     |
|   543361  |           |        |       |       1        |             |        |                             |    1    |          |
|   543378  |           |        |       |       1        |      1      |        |                             |         |          |
|   543396  |           |        |       |                |             |        |                             |         |    3     |
|   543508  |           |        |       |                |             |        |                             |         |    1     |
|   543598  |           |        |   1   |                |             |        |                             |         |    2     |
|   543813  |     1     |        |       |                |             |        |                             |         |    2     |
|   543834  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   543920  |           |        |       |       1        |      1      |        |                             |         |          |
|   543969  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   544052  |           |        |       |                |             |        |                             |         |    2     |
|   544427  |           |        |   1   |       1        |             |        |              1              |         |          |
|   544606  |           |        |   1   |                |             |        |                             |         |    2     |
|   544650  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   544789  |           |        |   2   |                |             |        |                             |         |    2     |
|   545245  |           |        |       |                |             |        |                             |         |    2     |
|   545327  |           |        |       |                |             |        |                             |         |    2     |
|   545357  |           |        |       |                |             |        |                             |         |    1     |
|   545394  |     1     |        |       |       1        |             |        |                             |         |          |
|   545708  |           |        |       |                |             |        |                             |         |    1     |
|   545954  |           |        |   1   |                |             |        |                             |         |    1     |
|   546104  |           |        |       |                |             |        |                             |         |    3     |
|   546455  |     1     |        |   1   |                |             |        |                             |    1    |    1     |
|   546577  |           |        |       |                |             |        |                             |         |    1     |
|   546696  |           |        |       |                |             |        |                             |         |    1     |
|   546781  |           |        |       |                |             |        |                             |         |    2     |
|   546877  |           |        |       |       1        |      1      |        |                             |         |          |
|   547018  |           |        |   1   |                |             |        |                             |         |    3     |
|   547072  |     1     |   1    |   2   |       1        |             |        |              1              |    1    |          |
|   547340  |     1     |        |   2   |                |             |        |                             |    1    |    2     |
|   547374  |           |        |       |                |             |        |                             |         |    1     |
|   547386  |     1     |        |   1   |                |             |        |                             |    1    |    1     |
|   547405  |           |        |       |       1        |      1      |        |                             |         |          |
|   547815  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   548059  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   548103  |           |        |       |                |             |        |                             |         |    1     |
|   548413  |           |        |   1   |                |             |        |                             |         |    1     |
|   548681  |           |        |       |                |             |        |                             |         |    1     |
|   548847  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   549169  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   549331  |     1     |   1    |   1   |                |             |        |                             |         |    1     |
|   549468  |           |        |       |       1        |      1      |        |                             |         |          |
|   549513  |           |   1    |   1   |                |             |        |                             |         |    1     |
|   549721  |           |        |   1   |                |             |        |                             |         |    1     |
|   549748  |           |        |       |                |             |        |                             |         |    1     |
|   550133  |           |        |       |       1        |      1      |        |                             |         |          |
|   550195  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   550680  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   550737  |           |        |       |       1        |      1      |        |                             |         |          |
|   550741  |           |        |       |                |             |        |                             |         |    1     |
|   550846  |           |   1    |   1   |                |             |        |                             |         |    1     |
|   550868  |     1     |   1    |   4   |       1        |             |        |              1              |    1    |          |
|   550917  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   551619  |           |        |       |                |             |        |                             |         |    1     |
|   551744  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   551831  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   551893  |     1     |        |       |                |             |        |                             |         |    2     |
|   551941  |           |        |       |                |             |        |              1              |         |    1     |
|   552330  |     1     |        |   2   |                |             |        |                             |         |    6     |
|   552680  |     1     |        |   2   |                |             |        |                             |    1    |    4     |
|   552703  |           |        |       |                |             |        |                             |         |    1     |
|   552773  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   552889  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   553016  |     1     |        |   3   |                |             |        |                             |    1    |    3     |
|   553104  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   553193  |           |        |       |       1        |      1      |        |                             |         |          |
|   553350  |     1     |        |   2   |                |             |        |                             |         |    2     |
|   553589  |     1     |        |   4   |                |             |        |                             |         |    2     |
|   553778  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   553801  |           |        |       |                |             |        |                             |         |    2     |
|   553911  |           |        |   1   |                |             |        |                             |         |    2     |
|   553978  |     1     |        |   1   |                |             |        |                             |    1    |    2     |
|   554035  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   554091  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   554321  |     1     |   1    |   2   |                |             |        |                             |         |    1     |
|   554416  |     1     |        |   4   |                |             |        |                             |         |    3     |
|   554487  |           |   1    |   2   |                |             |        |                             |         |    4     |
|   554510  |     1     |        |   1   |                |             |        |                             |    1    |    1     |
|   554716  |           |        |       |       1        |             |        |                             |    1    |          |
|   554896  |           |        |       |                |             |        |                             |         |    5     |
|   554897  |     1     |        |       |       1        |             |        |                             |         |          |
|   555101  |           |        |       |       1        |      1      |        |                             |         |          |
|   555444  |     1     |        |   2   |                |             |        |                             |         |    2     |
|   555450  |     1     |        |       |       1        |             |        |                             |         |          |
|   555685  |           |        |       |                |             |        |                             |         |    1     |
|   556192  |           |        |       |                |             |        |                             |         |    1     |
|   556206  |           |        |       |                |             |        |                             |         |    1     |
|   556214  |     1     |        |   1   |                |             |        |                             |         |    2     |
|   556262  |     1     |        |   1   |                |             |        |                             |         |    3     |
|   556517  |           |        |   1   |                |             |        |                             |         |    2     |
|   557049  |           |        |       |                |             |        |                             |         |    1     |
|   557094  |           |        |   2   |                |             |        |                             |         |    1     |
|   557185  |           |        |   1   |                |             |        |                             |         |    1     |
|   557340  |           |   1    |   1   |                |             |        |                             |         |    2     |
|   557594  |           |        |   1   |       1        |             |        |              1              |         |          |
|   557668  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   557984  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   558036  |           |        |       |       1        |      1      |        |                             |         |          |
|   558127  |           |        |       |                |             |        |                             |         |    2     |
|   558237  |           |        |       |       1        |             |        |                             |    2    |          |
|   558478  |           |        |       |                |             |        |                             |         |    2     |
|   558493  |           |        |   2   |                |             |        |                             |         |    1     |
|   558722  |           |        |       |                |             |        |                             |         |    1     |
|   559193  |           |        |       |                |             |        |                             |         |    1     |
|   559404  |           |        |       |                |             |        |                             |         |    1     |
|   559611  |           |        |       |                |             |        |                             |         |    2     |
|   560126  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   560131  |     1     |        |       |       1        |             |        |                             |    2    |          |
|   560254  |           |        |   1   |                |             |        |                             |         |    2     |
|   560514  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   560813  |     1     |   1    |   1   |                |             |        |                             |    1    |    2     |
|   560821  |           |   2    |       |       1        |             |        |              1              |         |          |
|   560924  |     1     |   1    |   6   |                |             |        |                             |         |    4     |
|   561035  |     1     |        |   3   |                |             |        |                             |    1    |    1     |
|   561107  |     1     |        |       |       1        |             |        |                             |    2    |          |
|   561466  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   561569  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   561676  |     1     |   1    |   4   |                |             |        |                             |    1    |    1     |
|   561987  |           |        |       |                |             |        |                             |         |    2     |
|   562064  |           |        |   2   |                |             |        |                             |         |    1     |
|   562069  |           |        |       |                |             |        |              1              |         |    1     |
|   562183  |     1     |        |   3   |                |             |        |                             |    1    |    1     |
|   562370  |           |        |       |       1        |      1      |        |                             |         |          |
|   562594  |           |        |       |       1        |      1      |        |                             |         |          |
|   562626  |     1     |        |   1   |                |             |        |                             |         |    2     |
|   562675  |           |        |   1   |                |             |        |              1              |         |    4     |
|   562857  |           |        |       |       1        |             |        |                             |    1    |          |
|   563112  |           |        |       |                |             |        |                             |         |    2     |
|   563195  |           |        |   1   |                |             |        |                             |         |    1     |
|   563219  |     1     |   1    |   1   |                |             |        |                             |         |    2     |
|   563291  |           |        |       |       1        |             |        |                             |    1    |          |
|   563493  |     1     |        |   3   |                |             |        |                             |         |    2     |
|   563573  |           |        |       |                |             |        |                             |         |    2     |
|   563673  |           |        |       |                |             |        |                             |         |    2     |
|   563960  |           |        |       |                |             |        |                             |         |    1     |
|   564008  |           |        |   1   |                |             |        |                             |         |    1     |
|   564545  |           |        |       |                |             |        |                             |         |    2     |
|   564735  |     1     |   1    |   4   |                |             |        |                             |    1    |    1     |
|   564930  |           |        |       |       1        |      1      |        |                             |         |          |
|   565028  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   565237  |           |        |   1   |                |             |        |                             |         |    2     |
|   565453  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   565942  |     1     |        |   1   |                |             |        |                             |         |    2     |
|   566089  |           |   1    |       |       1        |             |        |              1              |         |          |
|   566157  |           |        |   1   |                |             |        |                             |         |    1     |
|   566250  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   566288  |           |        |   2   |                |             |        |                             |         |    2     |
|   566554  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   566656  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   567312  |     1     |   1    |   1   |                |             |        |                             |         |    2     |
|   567377  |     1     |   1    |   1   |                |             |        |                             |         |    1     |
|   567380  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   567451  |     1     |        |       |       1        |             |        |                             |         |          |
|   567700  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   567972  |     1     |   1    |   4   |                |             |        |                             |         |    2     |
|   567994  |     1     |   1    |   4   |                |             |        |                             |         |    2     |
|   568077  |           |        |       |                |             |        |                             |         |    1     |
|   568094  |           |        |   1   |                |             |        |                             |         |    2     |
|   568117  |           |        |       |       1        |      1      |        |                             |         |          |
|   568207  |           |        |       |                |             |        |                             |         |    2     |
|   568297  |           |        |       |                |             |        |                             |         |    1     |
|   568392  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   568428  |           |        |       |                |             |        |                             |         |    1     |
|   568571  |     1     |        |   2   |                |             |        |                             |         |    2     |
|   568686  |     1     |   1    |   4   |                |             |        |                             |         |    2     |
|   569009  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   569310  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   569650  |           |        |       |                |             |        |                             |         |    3     |
|   569950  |           |        |       |       1        |      1      |        |                             |         |          |
|   570069  |     1     |        |       |       1        |             |        |                             |         |          |
|   570190  |     1     |        |   1   |                |             |        |                             |    1    |    2     |
|   570201  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   570346  |     1     |        |       |                |             |        |                             |         |    1     |
|   570423  |           |        |       |                |             |        |                             |         |    1     |
|   570465  |     1     |   1    |   2   |                |             |        |                             |         |    1     |
|   570583  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   570954  |           |        |   2   |                |             |        |                             |         |    2     |
|   571027  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   571210  |     1     |   1    |   1   |                |             |        |                             |         |    2     |
|   571366  |           |        |       |                |             |        |                             |         |    1     |
|   571587  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   571606  |           |   1    |   2   |                |             |        |                             |         |    3     |
|   571654  |     1     |        |   3   |                |             |        |                             |         |    2     |
|   571921  |     1     |        |   1   |                |             |        |                             |         |    2     |
|   572005  |           |        |       |                |             |        |                             |         |    1     |
|   572034  |           |   1    |   1   |                |             |        |                             |         |    1     |
|   572256  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   572292  |           |        |   2   |                |             |        |                             |         |    2     |
|   572384  |           |        |       |                |             |        |                             |         |    1     |
|   572399  |           |        |       |                |             |        |                             |         |    1     |
|   572534  |     1     |        |   2   |                |             |        |                             |         |    1     |
|   573424  |     1     |        |   3   |                |             |        |                             |    1    |    3     |
|   573785  |           |        |   1   |                |             |        |                             |         |    1     |
|   573992  |           |        |       |                |             |        |                             |         |    1     |
|   574003  |     2     |        |   3   |                |             |        |                             |    1    |    2     |
|   574147  |     1     |   1    |   4   |                |             |        |                             |         |    2     |
|   574157  |           |        |       |                |             |        |                             |         |    1     |
|   574158  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   574381  |           |        |   1   |                |             |        |                             |         |    1     |
|   574468  |     1     |        |       |                |             |        |                             |         |    5     |
|   574503  |           |        |       |                |             |        |                             |         |    1     |
|   574737  |           |        |       |                |             |        |                             |         |    1     |
|   574953  |           |   1    |   2   |                |             |        |                             |         |    2     |
|   575094  |           |        |       |                |             |        |              1              |         |    1     |
|   575208  |           |   1    |   1   |                |             |        |                             |         |    2     |
|   575255  |           |   1    |   1   |                |             |        |                             |         |    1     |
|   575401  |           |   1    |   4   |                |             |        |                             |         |    6     |
|   575433  |           |        |       |                |             |        |                             |         |    1     |
|   575534  |     1     |   1    |   4   |                |             |        |                             |         |    1     |
|   575600  |           |        |       |       1        |      1      |        |                             |         |          |
|   575604  |           |        |       |                |             |        |                             |         |    1     |
|   575921  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   575951  |     1     |        |   1   |                |             |        |                             |         |    1     |
|   576141  |     1     |        |   2   |                |             |        |                             |    1    |    2     |
|   576188  |     1     |        |   3   |                |             |        |                             |         |    1     |
|   576300  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   576349  |           |        |       |       1        |      1      |        |                             |         |          |
|   576528  |     1     |   1    |       |                |             |        |                             |         |    3     |
|   576551  |           |        |       |                |             |        |                             |         |    1     |
|   576584  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   576750  |           |        |   1   |                |             |        |                             |         |    1     |
|   576833  |           |   2    |   2   |       1        |             |        |              1              |         |          |
|   577105  |           |        |   1   |                |             |        |                             |         |    1     |
|   577581  |     1     |        |       |       1        |             |        |                             |    1    |          |
|   577709  |           |        |       |       1        |      1      |        |                             |         |          |
|   578167  |           |        |       |       1        |      1      |        |                             |         |          |
